Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Hermanas Mirabal,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
Independencia,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
La Altagracia,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
La Romana,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
La Vega,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
Maria Trinidad Sanchez,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
Monsenor Nouel,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
Monte Cristi,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
Monte Plata,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
Pedernales,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
Peravia,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
Puerto Plata,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
Samana,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
San Cristobal,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
San Jose de Ocoa,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
San Juan,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
San Pedro de Macoris,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
Sanchez Ramirez,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
Santiago,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
Santiago Rodriguez,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
Santo Domingo,Dominican Republic,2020-03-05T16:00:00,1,0,0,,
Valverde,Dominican Republic,2020-03-05T16:00:00,0,0,0,,
Azuay,Ecuador,,,,,,
Bolivar,Ecuador,,,,,,
Canar,Ecuador,,,,,,
Carchi,Ecuador,,,,,,
Chimborazo,Ecuador,,,,,,
Cotopaxi,Ecuador,,,,,,
El Oro,Ecuador,,,,,,
Esmeraldas,Ecuador,,,,,,
Galapagos,Ecuador,,,,,,
Guayas,Ecuador,,,,,,
Imbabura,Ecuador,,,,,,
Loja,Ecuador,,,,,,
Los Rios,Ecuador,,,,,,
Manabi,Ecuador,,,,,,
Morona Santiago,Ecuador,,,,,,
Napo,Ecuador,,,,,,
Orellana,Ecuador,,,,,,
Pastaza,Ecuador,,,,,,
Pichincha,Ecuador,,,,,,
Santa Elena,Ecuador,,,,,,
Santo Domingo de los Tsachilas,Ecuador,,,,,,
Sucumbios,Ecuador,,,,,,
Tungurahua,Ecuador,,,,,,
Zamora-Chinchipe,Ecuador,,,,,,
Ahuachapan,El Salvador,,0,0,0,,
Cabanas,El Salvador,,0,0,0,,
Chalatenango,El Salvador,,0,0,0,,
Cuscatlan,El Salvador,,0,0,0,,
La Libertad,El Salvador,,0,0,0,,
La Paz,El Salvador,,0,0,0,,
La Unión,El Salvador,,0,0,0,,
Morazan,El Salvador,,0,0,0,,
San Miguel,El Salvador,,0,0,0,,
San Vicente,El Salvador,,0,0,0,,
Santa Ana,El Salvador,,0,0,0,,
Sonsonate,El Salvador,,0,0,0,,
Usulutan,El Salvador,,0,0,0,,
Atlantida,Honduras,,,,,,
Choluteca,Honduras,,,,,,
Colon,Honduras,,,,,,
Comayagua,Honduras,,,,,,
Copan,Honduras,,,,,,
Cortes,Honduras,,,,,,
El Paraiso,Honduras,,,,,,
Francisco Morazan,Honduras,,,,,,
Gracias a Dios,Honduras,,,,,,
Intibuca,Honduras,,,,,,
Islas de la Bahia,Honduras,,,,,,
La Paz,Honduras,,,,,,
Lempira,Honduras,,,,,,
Ocotepeque,Honduras,,,,,,
Olancho,Honduras,,,,,,
Santa Barbara,Honduras,,,,,,
Valle,Honduras,,,,,,
Yoro,Honduras,,,,,,
Aguascalientes,Mexico,,,,,,
Baja California,Mexico,,,,,,
Baja California Sur,Mexico,,,,,,
Campeche,Mexico,,,,,,
Chiapas,Mexico,,,,,,
Chihuahua,Mexico,,,,,,
Coahuila,Mexico,,,,,,
Colima,Mexico,,,,,,
Ciudad de Mexico,Mexico,,,,,,
Durango,Mexico,,,,,,
Guanajuato,Mexico,,,,,,
Guerrero,Mexico,,,,,,
Hidalgo,Mexico,,,,,,
Jalisco,Mexico,,,,,,
Mexico,Mexico,,,,,,
Michoacan,Mexico,,,,,,
Morelos,Mexico,,,,,,
Nayarit,Mexico,,,,,,
Nuevo Leon,Mexico,,,,,,
Oaxaca,Mexico,,,,,,
Puebla,Mexico,,,,,,
Queretaro,Mexico,,,,,,
Quintana Roo,Mexico,,,,,,
San Luis Potosi,Mexico,,,,,,
Sinaloa,Mexico,,,,,,
Sinaloa,Mexico,,,,,,
Sonora,Mexico,,,,,,
Tabasco,Mexico,,,,,,
Tamaulipas,Mexico,,,,,,
Tlaxcala,Mexico,,,,,,
Veracruz,Mexico,,,,,,
Yucatan,Mexico,,,,,,
Zacatecas,Mexico,,,,,,
Boaco,Nicaragua,,0,0,0,,
Carazo,Nicaragua,,0,0,0,,
Chinandega,Nicaragua,,0,0,0,,
Chontales,Nicaragua,,0,0,0,,
Estelí,Nicaragua,,0,0,0,,
Granada,Nicaragua,,0,0,0,,
Jinotega,Nicaragua,,0,0,0,,
León,Nicaragua,,0,0,0,,
Madriz,Nicaragua,,0,0,0,,
Managua,Nicaragua,,0,0,0,,
Masaya,Nicaragua,,0,0,0,,
Matagalpa,Nicaragua,,0,0,0,,
Nueva Segovia,Nicaragua,,0,0,0,,
Rivas,Nicaragua,,0,0,0,,
Rio San Juan,Nicaragua,,0,0,0,,
NCCAR,Nicaragua,,0,0,0,,
SCCAR,Nicaragua,,0,0,0,,
Bocas del Toro,Panama,,,,,,
Chiriqui,Panama,,,,,,
Cocle,Panama,,,,,,
Colon,Panama,,,,,,
Darien,Panama,,,,,,
Herrera,Panama,,,,,,
Los Santos,Panama,,,,,,
Panama,Panama,,,,,,
Panama Oeste,Panama,,,,,,
Veraguas,Panama,,,,,,
Distrito Capital,Paraguay,,,,,,
Concepcion,Paraguay,,,,,,
San Pedro,Paraguay,,,,,,
Cordillera,Paraguay,,,,,,
Guaira,Paraguay,,,,,,
Caaguazu,Paraguay,,,,,,
Caazapa,Paraguay,,,,,,
Itapua,Paraguay,,,,,,
Misiones,Paraguay,,,,,,
Paraguari,Paraguay,,,,,,
Alto Parana,Paraguay,,,,,,
Central,Paraguay,,,,,,
Neembucu,Paraguay,,,,,,
Amambay,Paraguay,,,,,,
Canindeyu,Paraguay,,,,,,
Presidente Hayes,Paraguay,,,,,,
Alto Paraguay,Paraguay,,,,,,
Boqueron,Paraguay,,,,,,
Lima,Peru,,0,0,0,,
Loreto,Peru,,0,0,0,,
Lambayeque,Peru,,0,0,0,,
Callao,Peru,,0,0,0,,
Cusco,Peru,,0,0,0,,
Piura,Peru,,0,0,0,,
La Libertad,Peru,,0,0,0,,
Ancash,Peru,,0,0,0,,
Huanuco,Peru,,0,0,0,,
Arequipa,Peru,,0,0,0,,
Ica,Peru,,0,0,0,,
Madre de dios,Peru,,0,0,0,,
Tumbes,Peru,,0,0,0,,
Cajamarca,Peru,,0,0,0,,
Amazonas,Peru,,0,0,0,,
San Martin,Peru,,0,0,0,,
Ucayali,Peru,,0,0,0,,
Pasco,Peru,,0,0,0,,
Junin,Peru,,0,0,0,,
Huancavelica,Peru,,0,0,0,,
Ayacucho,Peru,,0,0,0,,
Apurimac,Peru,,0,0,0,,
Puno,Peru,,0,0,0,,
Moquegua,Peru,,0,0,0,,
Tacna,Peru,,0,0,0,,
Artigas,Uruguay,,,,,,
Canelones,Uruguay,,,,,,
Cerro Largo,Uruguay,,,,,,
Colonia,Uruguay,,,,,,
Durazno,Uruguay,,,,,,
Flores,Uruguay,,,,,,
Florida,Uruguay,,,,,,
Lavalleja,Uruguay,,,,,,
Maldonado,Uruguay,,,,,,
Montevideo,Uruguay,,,,,,
Paysandu,Uruguay,,,,,,
Rio Negro,Uruguay,,,,,,
Rivera,Uruguay,,,,,,
Rocha,Uruguay,,,,,,
Salto,Uruguay,,,,,,
San Jose,Uruguay,,,,,,
Soriano,Uruguay,,,,,,
Tacuarembo,Uruguay,,,,,,
Treinta y Tres,Uruguay,,,,,,
Amazonas,Venezuela,,,,,,
Anzoategui,Venezuela,,,,,,
Apure,Venezuela,,,,,,
Aragua,Venezuela,,,,,,
Barinas,Venezuela,,,,,,
Bolivar,Venezuela,,,,,,
Carabobo,Venezuela,,,,,,
Cojedes,Venezuela,,,,,,
Delta Amacuro,Venezuela,,,,,,
Falcon,Venezuela,,,,,,
Guarico,Venezuela,,,,,,
Vargas,Venezuela,,,,,,
Lara,Venezuela,,,,,,
Merida,Venezuela,,,,,,
Miranda,Venezuela,,,,,,
Monagas,Venezuela,,,,,,
Nueva Esparta,Venezuela,,,,,,
Portuguesa,Venezuela,,,,,,
Sucre,Venezuela,,,,,,
Tachira,Venezuela,,,,,,
Trujillo,Venezuela,,,,,,
Yaracuy,Venezuela,,,,,,
Zulia,Venezuela,,,,,,
